gene,n_significant_variants,median_odds_ratio,median_mdr_freq,median_susc_freq,n_enriched_MDR,is_compensatory,is_primary_DR
PPE17,1,2.1555,0.267509,0.144883,1,0,0
vapC46,1,0.236,0.020666,0.082067,0,0,0
lpqH,1,0.1377,0.004592,0.032421,0,0,0
lpqN,1,4.2326,0.057405,0.014184,1,0,0
lpqS,1,11.5746,0.022962,0.002026,1,0,0
lpqV,1,0.0529,0.001148,0.021277,0,0,0
hsdS,1,0.1872,0.020666,0.101317,0,0,0
hemK,1,9.4438,0.969001,0.767984,1,0,0
vapB41,1,3.2902,0.022962,0.007092,1,0,0
vapB43,1,7.9854,0.053961,0.007092,1,0,0
vapB46,1,13.7024,0.052813,0.004053,1,0,0
vapB47,1,0.5628,0.083812,0.139818,0,0,0
vapB48,1,2.4494,0.126292,0.055724,1,0,0
vapB5,1,0.3504,0.005741,0.016211,0,0,0
vapB6,1,0.1155,0.005741,0.047619,0,0,0
vapC1,1,13.6568,0.183697,0.016211,1,0,0
vapC12,1,0.1525,0.005741,0.036474,0,0,0
vapC13,1,0.1872,0.020666,0.101317,0,0,0
Rv2472,1,2.0259,0.266361,0.151976,1,0,0
Rv2473,1,0.1705,0.004592,0.026342,0,0,0
Rv2478c,1,0.0,0.0,0.02229,0,0,0
Rv2481c,1,2.0984,0.043628,0.021277,1,0,0
Rv2491,1,0.0,0.0,0.08612,0,0,0
phoY1,1,4.5629,0.057405,0.013171,1,0,0
phyA,1,18.7087,0.053961,0.00304,1,0,0
pitB,1,4.2326,0.057405,0.014184,1,0,0
Rv2432c,1,0.0,0.0,0.02229,0,0,0
Rv2437,1,2.0101,0.266361,0.152989,1,0,0
Rv2456c,1,0.4723,0.016073,0.033435,0,0,0
Rv2560,1,6.0377,0.898967,0.595745,1,0,0
Rv2571c,1,0.1872,0.020666,0.101317,0,0,0
pfkB,1,0.1872,0.020666,0.101317,0,0,0
pheU,1,0.0343,0.001148,0.032421,0,0,0
Rv2515c,1,0.3504,0.005741,0.016211,0,0,0
Rv2630,1,18.7087,0.053961,0.00304,1,0,0
Rv2645,1,54.9771,0.309989,0.008105,1,0,0
Rv2654c,1,0.0482,0.002296,0.045593,0,0,0
Rv2657c,1,0.1705,0.004592,0.026342,0,0,0
Rv2459,1,18.7087,0.053961,0.00304,1,0,0
Rv2323c,1,0.1237,0.005741,0.04458,0,0,0
Rv2372c,1,0.2459,0.020666,0.079027,0,0,0
Rv2377c,1,9.322,0.970149,0.777102,1,0,0
pknF,1,0.1872,0.020666,0.101317,0,0,0
pknI,1,10.6998,0.051665,0.005066,1,0,0
Rv2285,1,999.0,0.022962,0.0,1,0,0
Rv2286c,1,0.1155,0.005741,0.047619,0,0,0
Rv2293c,1,1.4025,0.340987,0.269504,1,0,0
Rv2295,1,0.4723,0.016073,0.033435,0,0,0
Rv2297,1,999.0,0.041332,0.0,1,0,0
Rv2305,1,1.8686,0.039036,0.021277,1,0,0
Rv2729c,1,3.4888,0.898967,0.718338,1,0,0
Rv2734,1,0.0556,0.001148,0.020263,0,0,0
Rv2735c,1,2.5473,0.126292,0.053698,1,0,0
papA5,1,5.4803,0.021814,0.004053,1,0,0
Rv2704,1,0.0,0.0,0.024316,0,0,0
Rv2664,1,999.0,0.051665,0.0,1,0,0
Rv2307c,1,7.9854,0.053961,0.007092,1,0,0
Rv2250c,1,0.0,0.0,0.02229,0,0,0
Rv2253,1,0.0,0.0,0.025329,0,0,0
Rv2254c,1,4.5629,0.057405,0.013171,1,0,0
Rv2265,1,3.696,0.057405,0.016211,1,0,0
Rv2273,1,0.342,0.016073,0.045593,0,0,0
plcC,1,0.5676,0.083812,0.138804,0,0,0
Rv2687c,1,11.0404,0.318025,0.040527,1,0,0
Rv2693c,1,2.0747,0.266361,0.148936,1,0,0
Rv2629,1,1.8627,0.266361,0.163121,1,0,0
Rv1936,1,5.8612,0.040184,0.007092,1,0,0
Rv1939,1,0.3501,0.016073,0.04458,0,0,0
Rv1947,1,3.6481,0.073479,0.021277,1,0,0
Rv2084,1,1.4244,0.340987,0.266464,1,0,0
Rv2102,1,0.0,0.0,0.02229,0,0,0
Rv2113,1,2.5539,0.022962,0.009119,1,0,0
Rv2117,1,0.0529,0.001148,0.021277,0,0,0
Rv2067c,1,0.1893,0.020666,0.100304,0,0,0
Rv2076c,1,0.1872,0.020666,0.101317,0,0,0
Rv2016,1,999.0,0.079219,0.0,1,0,0
Rv2019,1,29.5569,0.082664,0.00304,1,0,0
Rv2021c,1,1.9603,0.267509,0.157042,1,0,0
Rv2827c,1,0.3148,0.020666,0.062817,0,0,0
Rv2772c,1,0.0,0.0,0.020263,0,0,0
Rv2779c,1,4.5629,0.057405,0.013171,1,0,0
Rv2723,1,0.0,0.0,0.021277,0,0,0
proY,1,0.0,0.0,0.030395,0,0,0
pstA2,1,0.3108,0.005741,0.018237,0,0,0
pstB,1,0.1328,0.006889,0.049645,0,0,0
Rv1897c,1,11.3354,0.318025,0.039514,1,0,0
Rv1914c,1,7.7086,0.022962,0.00304,1,0,0
Rv2033c,1,0.1181,0.005741,0.046606,0,0,0
Rv2035,1,18.7087,0.053961,0.00304,1,0,0
Rv1985c,1,1.5082,0.344432,0.258359,1,0,0
Rv1986,1,0.5399,0.083812,0.144883,0,0,0
Rv1993c,1,4.5629,0.057405,0.013171,1,0,0
Rv1995,1,0.3567,0.009185,0.025329,0,0,0
Rv1996,1,4.5629,0.057405,0.013171,1,0,0
Rv1998c,1,4.2326,0.057405,0.014184,1,0,0
Rv2001,1,3.696,0.057405,0.016211,1,0,0
Rv2004c,1,1.964,0.039036,0.020263,1,0,0
Rv2012,1,999.0,0.022962,0.0,1,0,0
Rv2970A,1,0.0,0.0,0.02229,0,0,0
Rv2943,1,0.0,0.0,0.025329,0,0,0
Rv2884,1,2.5473,0.126292,0.053698,1,0,0
Rv2887,1,0.3307,0.013777,0.040527,0,0,0
Rv2809,1,5.8612,0.040184,0.007092,1,0,0
Rv2813,1,2.9446,0.057405,0.020263,1,0,0
Rv2819c,1,0.3504,0.005741,0.016211,0,0,0
Rv2821c,1,9.9465,0.184845,0.02229,1,0,0
Rv2826c,1,21.9859,0.183697,0.010132,1,0,0
Rv1948c,1,1.4168,0.344432,0.270517,1,0,0
Rv1961,1,0.0,0.0,0.02229,0,0,0
Rv1972,1,0.5724,0.083812,0.137791,0,0,0
Rv1973,1,0.0,0.0,0.02229,0,0,0
Rv1974,1,4.5629,0.057405,0.013171,1,0,0
Rv1975,1,4.9482,0.057405,0.012158,1,0,0
Rv1978,1,0.1872,0.020666,0.101317,0,0,0
Rv1761c,1,0.0,0.0,0.068896,0,0,0
Rv1714,1,0.0,0.0,0.024316,0,0,0
Rv1717,1,3.5177,0.339839,0.12766,1,0,0
Rv1920,1,1.9194,0.266361,0.159068,1,0,0
Rv1924c,1,2.5473,0.126292,0.053698,1,0,0
Rv1927,1,0.5581,0.083812,0.140831,0,0,0
Rv1887,1,5.8612,0.040184,0.007092,1,0,0
Rv1891,1,18.2841,0.183697,0.012158,1,0,0
Rv1864c,1,0.1705,0.004592,0.026342,0,0,0
pstC1,1,10.983,0.021814,0.002026,1,0,0
Rv1767,1,0.0,0.0,0.025329,0,0,0
Rv1770,1,0.0734,0.002296,0.030395,0,0,0
Rv1772,1,10.3516,0.183697,0.021277,1,0,0
Rv1773c,1,9.9943,0.318025,0.04458,1,0,0
Rv1774,1,0.1155,0.005741,0.047619,0,0,0
Rv2957,1,0.3504,0.005741,0.016211,0,0,0
Rv3079c,1,3.9464,0.057405,0.015198,1,0,0
Rv3032A,1,999.0,0.051665,0.0,1,0,0
Rv2979c,1,1.532,0.34558,0.256332,1,0,0
Rv2990c,1,2.5473,0.126292,0.053698,1,0,0
Rv2998,1,0.3501,0.016073,0.04458,0,0,0
Rv3000,1,0.1525,0.005741,0.036474,0,0,0
Rv3008,1,0.1482,0.005741,0.037487,0,0,0
nrdR,1,0.1705,0.004592,0.026342,0,0,0
Rv2955c,1,4.5629,0.057405,0.013171,1,0,0
Rv1812c,1,9.7628,0.970149,0.768997,1,0,0
Rv1733c,1,3.1655,0.898967,0.737589,1,0,0
Rv1735c,1,0.5581,0.083812,0.140831,0,0,0
Rv1742,1,40.2902,0.312285,0.011145,1,0,0
Rv1744c,1,18.7087,0.053961,0.00304,1,0,0
Rv1748,1,0.0,0.0,0.023303,0,0,0
Rv1749c,1,0.1872,0.020666,0.101317,0,0,0
Rv3095,1,0.3251,0.008037,0.024316,0,0,0
Rv3096,1,3.696,0.057405,0.016211,1,0,0
Rv3098A,1,0.0,0.0,0.02229,0,0,0
Rv3098c,1,1.4168,0.344432,0.270517,1,0,0
Rv3103c,1,0.0,0.0,0.023303,0,0,0
Rv3108,1,0.1669,0.005741,0.033435,0,0,0
Rv3114,1,1.3603,0.344432,0.278622,1,0,0
Rv3064c,1,7.9854,0.053961,0.007092,1,0,0
Rv1724c,1,9.2301,0.969001,0.772036,1,0,0
Rv1725c,1,5.8612,0.040184,0.007092,1,0,0
Rv1648,1,0.0,0.0,0.025329,0,0,0
Rv1674c,1,3.3224,0.340987,0.134752,1,0,0
Rv1676,1,8.9438,0.970149,0.784195,1,0,0
Rv1678,1,5.8612,0.040184,0.007092,1,0,0
Rv1700,1,0.1872,0.020666,0.101317,0,0,0
Rv3072c,1,0.3501,0.016073,0.04458,0,0,0
Rv3122,1,0.2459,0.020666,0.079027,0,0,0
Rv3131,1,0.1209,0.005741,0.045593,0,0,0
Rv3165c,1,7.9854,0.053961,0.007092,1,0,0
Rv1615,1,11.646,0.318025,0.038501,1,0,0
Rv1573,1,0.492,0.16992,0.29382,0,0,0
Rv1574,1,0.0,0.0,0.052685,0,0,0
Rv1581c,1,0.1959,0.020666,0.097264,0,0,0
Rv1516c,1,3.7097,0.074627,0.021277,1,0,0
Rv1519,1,3.2902,0.022962,0.007092,1,0,0
Rv1534,1,3.3224,0.340987,0.134752,1,0,0
relG,1,9.5965,0.970149,0.772036,1,0,0
relJ,1,0.2459,0.020666,0.079027,0,0,0
Rv1489,1,2.0419,0.266361,0.150963,1,0,0
Rv1498A,1,26.9229,0.098737,0.004053,1,0,0
nmtR,1,0.1872,0.020666,0.101317,0,0,0
Rv3092c,1,3.5038,0.340987,0.128673,1,0,0
Rv1291c,1,3.2827,0.898967,0.730496,1,0,0
Rv1261c,1,0.1155,0.005741,0.047619,0,0,0
Rv1269c,1,0.5724,0.083812,0.137791,0,0,0
Rv1498c,1,3.394,0.902411,0.73151,1,0,0
Rv1424c,1,0.2459,0.020666,0.079027,0,0,0
Rv1429,1,0.1038,0.005741,0.052685,0,0,0
Rv1439c,1,2.0419,0.266361,0.150963,1,0,0
Rv1376,1,0.1237,0.005741,0.04458,0,0,0
Rv3225c,1,0.1705,0.004592,0.026342,0,0,0
Rv3178a,1,12.8402,0.183697,0.017224,1,0,0
Rv3179,1,3.2377,0.340987,0.137791,1,0,0
Rv3183,1,1.9489,0.266361,0.157042,1,0,0
Rv3188,1,2.1562,0.044776,0.021277,1,0,0
Rv3191c,1,4.5629,0.057405,0.013171,1,0,0
nadC,1,3.696,0.057405,0.016211,1,0,0
nadR,1,0.3554,0.008037,0.02229,0,0,0
Rv3294c,1,0.5628,0.083812,0.139818,0,0,0
Rv3235,1,0.0,0.0,0.021277,0,0,0
Rv3238c,1,0.0504,0.001148,0.02229,0,0,0
Rv3239c,1,3.3335,0.898967,0.727457,1,0,0
mutT2,1,0.5628,0.083812,0.139818,0,0,0
mycP1,1,14.0173,0.053961,0.004053,1,0,0
Rv3212,1,0.1181,0.005741,0.046606,0,0,0
Rv3217c,1,3.3224,0.340987,0.134752,1,0,0
Rv3222c,1,11.5746,0.022962,0.002026,1,0,0
Rv1413,1,4.5629,0.057405,0.013171,1,0,0
Rv1342c,1,0.0,0.0,0.021277,0,0,0
Rv1351,1,30.3385,0.029851,0.001013,1,0,0
Rv1356c,1,999.0,0.040184,0.0,1,0,0
Rv1364c,1,8.335,0.967853,0.783181,1,0,0
Rv1289,1,3.696,0.057405,0.016211,1,0,0
Rv1290c,1,0.3396,0.008037,0.023303,0,0,0
Rv0943c,1,2.4494,0.126292,0.055724,1,0,0
Rv0964c,1,8.9138,0.969001,0.778116,1,0,0
rpsD,1,0.0394,0.001148,0.028369,0,0,0
Rv0894,1,0.0,0.0,0.047619,0,0,0
Rv1176c,1,0.1872,0.020666,0.101317,0,0,0
Rv1190,1,0.5773,0.083812,0.136778,0,0,0
Rv1205,1,0.1482,0.005741,0.037487,0,0,0
Rv1149,1,3.2249,0.15729,0.054711,1,0,0
Rv1128c,1,2.0101,0.266361,0.152989,1,0,0
Rv1051c,1,24.4538,0.183697,0.009119,1,0,0
Rv1060,1,0.3917,0.008037,0.020263,0,0,0
Rv3355c,1,0.1332,0.005741,0.04154,0,0,0
Rv3360,1,0.1872,0.020666,0.101317,0,0,0
Rv3269,1,0.0482,0.001148,0.023303,0,0,0
Rv3271c,1,5.8612,0.040184,0.007092,1,0,0
Rv3282,1,0.5355,0.083812,0.145897,0,0,0
Rv3439c,1,3.3515,0.340987,0.133739,1,0,0
Rv3387,1,999.0,0.030999,0.0,1,0,0
mscL,1,0.1705,0.004592,0.026342,0,0,0
Rv3312A,1,3.2902,0.022962,0.007092,1,0,0
Rv3334,1,11.5746,0.022962,0.002026,1,0,0
Rv3348,1,0.2529,0.01837,0.068896,0,0,0
Rv3349c,1,2.0703,0.267509,0.149949,1,0,0
Rv3351c,1,0.4723,0.016073,0.033435,0,0,0
Rv1081c,1,0.0575,0.002296,0.038501,0,0,0
Rv1043c,1,999.0,0.022962,0.0,1,0,0
Rv1045,1,0.5773,0.083812,0.136778,0,0,0
Rv1050,1,0.0,0.0,0.02229,0,0,0
Rv0965c,1,1.9791,0.266361,0.155015,1,0,0
Rv0970,1,8.8903,0.970149,0.785208,1,0,0
Rv0979c,1,5.8612,0.040184,0.007092,1,0,0
Rv0999,1,999.0,0.051665,0.0,1,0,0
Rv0789c,1,0.0556,0.001148,0.020263,0,0,0
Rv0731c,1,0.0,0.0,0.020263,0,0,0
Rv0918,1,1.3881,0.344432,0.274569,1,0,0
Rv0919,1,8.5198,0.970149,0.7923,1,0,0
Rv0920c,1,0.2459,0.020666,0.079027,0,0,0
Rv0874c,1,1.9754,0.267509,0.156028,1,0,0
Rv0882,1,0.342,0.016073,0.045593,0,0,0
Rv0839,1,0.1237,0.005741,0.04458,0,0,0
Rv3517,1,0.3554,0.008037,0.02229,0,0,0
moeX,1,0.5676,0.083812,0.138804,0,0,0
Rv3468c,1,3.1988,0.898967,0.735562,1,0,0
Rv3471c,1,21.8986,0.252583,0.015198,1,0,0
Rv3481c,1,0.0,0.0,0.025329,0,0,0
Rv3483c,1,0.5639,0.082664,0.137791,0,0,0
Rv3404c,1,7.9854,0.053961,0.007092,1,0,0
Rv3435c,1,30.3385,0.029851,0.001013,1,0,0
Rv3750c,1,36.7932,0.183697,0.006079,1,0,0
Rv3755c,1,0.0,0.0,0.020263,0,0,0
Rv3705A,1,2.5473,0.126292,0.053698,1,0,0
Rv3714c,1,18.7087,0.053961,0.00304,1,0,0
moaR1,1,0.1872,0.020666,0.101317,0,0,0
moaX,1,0.1525,0.005741,0.036474,0,0,0
Rv3642c,1,30.3385,0.029851,0.001013,1,0,0
Rv3657c,1,0.0,0.0,0.025329,0,0,0
Rv0794c,1,0.0,0.0,0.025329,0,0,0
Rv0801,1,3.475,0.057405,0.017224,1,0,0
Rv0805,1,999.0,0.051665,0.0,1,0,0
rsfA,1,18.7087,0.053961,0.00304,1,0,0
rubA,1,0.0409,0.001148,0.027356,0,0,0
Rv0770,1,11.2755,0.316877,0.039514,1,0,0
Rv0771,1,0.1155,0.005741,0.047619,0,0,0
Rv0787,1,3.2726,0.902411,0.738602,1,0,0
Rv0744c,1,0.2459,0.020666,0.079027,0,0,0
Rv0749A,1,3.4193,0.898967,0.722391,1,0,0
Rv0765c,1,0.2459,0.020666,0.079027,0,0,0
Rv0699,1,2.1083,0.266361,0.14691,1,0,0
Rv0713,1,4.5629,0.057405,0.013171,1,0,0
secE1,1,0.1357,0.006889,0.048632,0,0,0
Rv0628c,1,3.2902,0.022962,0.007092,1,0,0
Rv0678,1,3.7972,0.026406,0.007092,1,1,0
Rv3863,1,10.6998,0.051665,0.005066,1,0,0
Rv3807c,1,18.7087,0.053961,0.00304,1,0,0
Rv3828c,1,36.7932,0.183697,0.006079,1,0,0
Rv3831,1,9.322,0.970149,0.777102,1,0,0
mmpS1,1,7.9854,0.053961,0.007092,1,0,0
mmpS5,1,2.014,0.265212,0.151976,1,0,0
Rv3726,1,0.4875,0.016073,0.032421,0,0,0
Rv3749c,1,3.2902,0.022962,0.007092,1,0,0
mmpL10,1,1.849,0.266361,0.164134,1,0,0
TB31.7,1,999.0,0.051665,0.0,1,0,0
TB8.4,1,10.9508,0.052813,0.005066,1,0,0
Rv0679c,1,18.7087,0.053961,0.00304,1,0,0
Rv0571c,1,3.2103,0.340987,0.138804,1,0,0
Rv0572c,1,3.4021,0.898967,0.723404,1,0,0
Rv0576,1,1.3952,0.34558,0.274569,1,0,0
Rv0597c,1,0.3504,0.005741,0.016211,0,0,0
Rv0601c,1,9.4975,0.969001,0.766971,1,0,0
Rv0611c,1,40.0526,0.039036,0.001013,1,0,0
Rv0621,1,3.696,0.057405,0.016211,1,0,0
serX,1,0.0482,0.001148,0.023303,0,0,0
Rv0531,1,30.3385,0.029851,0.001013,1,0,0
Rv0559c,1,0.0,0.0,0.02229,0,0,0
Rv0560c,1,0.1181,0.005741,0.046606,0,0,0
Rv0508,1,0.1705,0.004592,0.026342,0,0,0
cdh,1,0.3489,0.013777,0.038501,0,0,0
birA,1,4.5629,0.057405,0.013171,1,0,0
asnT,1,0.0367,0.001148,0.030395,0,0,0
Rv0513,1,0.0,0.0,0.021277,0,0,0
Rv0477,1,0.0,0.0,0.02229,0,0,0
Rv0488,1,0.0,0.0,0.032421,0,0,0
Rv0492c,1,2.1255,0.266361,0.145897,1,0,0
Rv0434,1,3.475,0.057405,0.017224,1,0,0
Rv0470A,1,0.2494,0.020666,0.078014,0,0,0
Rv0471c,1,1.964,0.039036,0.020263,1,0,0
Rv0390,1,0.0,0.0,0.025329,0,0,0
Rv0394c,1,5.8612,0.040184,0.007092,1,0,0
ansA,1,0.5534,0.083812,0.141844,0,0,0
adhD,1,5.8612,0.040184,0.007092,1,0,0
alaV,1,0.0442,0.001148,0.025329,0,0,0
accE5,1,2.3152,0.126292,0.058764,1,0,0
mcr15,1,4.5629,0.057405,0.013171,1,0,0
cyp143,1,0.0,0.0,0.021277,0,0,0
cyp121,1,1.905,0.266361,0.160081,1,0,0
Rv0398c,1,2.189,0.264064,0.140831,1,0,0
Rv0426c,1,0.1442,0.005741,0.038501,0,0,0
Rv0372c,1,27.5387,0.183697,0.008105,1,0,0
Rv0374c,1,0.1332,0.005741,0.04154,0,0,0
Rv0378,1,10.9508,0.052813,0.005066,1,0,0
Rv0330c,1,2.1057,0.035591,0.017224,1,0,0
Rv0340,1,3.2655,0.340987,0.136778,1,0,0
cyp135B1,1,0.0,0.0,0.02229,0,0,0
cut4,1,0.1525,0.005741,0.036474,0,0,0
cobU,1,5.8612,0.040184,0.007092,1,0,0
cpsY,1,3.1655,0.898967,0.737589,1,0,0
cobQ1,1,0.0,0.0,0.026342,0,0,0
cmr,1,3.696,0.057405,0.016211,1,0,0
Rv0347,1,0.4723,0.016073,0.033435,0,0,0
Rv0358,1,0.0,0.0,0.024316,0,0,0
tcrA,1,14.5538,0.028703,0.002026,1,0,0
tgs1,1,0.342,0.016073,0.045593,0,0,0
Rv0316,1,2.0532,0.036739,0.018237,1,0,0
Rv0318c,1,9.2833,0.969001,0.771023,1,0,0
Rv0320,1,999.0,0.051665,0.0,1,0,0
Rv0323c,1,9.9306,0.970149,0.765957,1,0,0
Rv0325,1,1.4241,0.344432,0.269504,1,0,0
Rv0326,1,0.1705,0.004592,0.026342,0,0,0
Rv0329c,1,0.0,0.0,0.025329,0,0,0
drrB,1,0.0,0.0,0.025329,0,0,0
drrC,1,4.5629,0.057405,0.013171,1,0,0
dsbF,1,4.5629,0.057405,0.013171,1,0,0
devR,1,0.2268,0.020666,0.085106,0,0,0
mce3R,1,33.6304,0.092997,0.00304,1,0,0
entC,1,18.7087,0.053961,0.00304,1,0,0
epiA,1,0.0,0.0,0.020263,0,0,0
eccE3,1,8.9438,0.970149,0.784195,1,0,0
eccE5,1,4.5629,0.057405,0.013171,1,0,0
echA18,1,3.1028,0.057405,0.01925,1,0,0
mbtJ,1,0.1237,0.005741,0.04458,0,0,0
mbtM,1,0.0556,0.001148,0.020263,0,0,0
mce2A,1,9.6055,0.969001,0.764944,1,0,0
mce3A,1,1.4241,0.344432,0.269504,1,0,0
eccB1,1,0.2459,0.020666,0.079027,0,0,0
Rv0299,1,0.1872,0.020666,0.101317,0,0,0
Rv0303,1,3.2902,0.022962,0.007092,1,0,0
Rv0246,1,12.1144,0.183697,0.018237,1,0,0
Rv0264c,1,3.4724,0.340987,0.129686,1,0,0
Rv0209,1,1.4845,0.344432,0.261398,1,0,0
Rv0210,1,1.4241,0.344432,0.269504,1,0,0
mazF7,1,4.5629,0.057405,0.013171,1,0,0
mbtC,1,2.5473,0.126292,0.053698,1,0,0
mbtD,1,0.0,0.0,0.02229,0,0,0
espD,1,3.696,0.057405,0.016211,1,0,0
espG1,1,44.1969,0.183697,0.005066,1,0,0
Rv0200,1,0.0127,0.001148,0.08308,0,0,0
Rv0177,1,10.9508,0.052813,0.005066,1,0,0
Rv0102,1,3.4588,0.02411,0.007092,1,0,0
Rv0110,1,0.0482,0.002296,0.045593,0,0,0
Rv0121c,1,49.3445,0.312285,0.009119,1,0,0
Rv0144,1,0.1811,0.020666,0.104357,0,0,0
Rv0072,1,4.6157,0.022962,0.005066,1,0,0
Rv0076c,1,14.0173,0.053961,0.004053,1,0,0
espH,1,2.5208,0.125144,0.053698,1,0,0
espJ,1,999.0,0.022962,0.0,1,0,0
espL,1,7.9854,0.053961,0.007092,1,0,0
Rv0080,1,4.2326,0.057405,0.014184,1,0,0
Rv0081,1,4.5629,0.057405,0.013171,1,0,0
Rv0060,1,4.5629,0.057405,0.013171,1,0,0
Rv0063a,1,18.7087,0.053961,0.00304,1,0,0
trxA,1,0.0504,0.001148,0.02229,0,0,0
trxB2,1,0.0,0.0,0.021277,0,0,0
Rv0025,1,999.0,0.051665,0.0,1,0,0
Rv0028,1,0.0504,0.001148,0.02229,0,0,0
fadD21,1,0.3396,0.008037,0.023303,0,0,0
fadD23,1,1.934,0.266361,0.158055,1,0,0
lysU,1,3.1255,0.030999,0.010132,1,0,0
fadD18,1,0.4723,0.016073,0.033435,0,0,0
fabG3,1,0.0,0.0,0.02229,0,0,0
esxE,1,0.2494,0.020666,0.078014,0,0,0
esxQ,1,2.5473,0.126292,0.053698,1,0,0
mazF3,1,1.4024,0.344432,0.272543,1,0,0
glyA2,1,5.8612,0.040184,0.007092,1,0,0
gmdA,1,0.0,0.0,0.020263,0,0,0
glnQ,1,55.5693,0.312285,0.008105,1,0,0
glpQ2,1,2.6709,0.016073,0.006079,1,0,0
lpqZ,1,4.5629,0.057405,0.013171,1,0,0
lprP,1,9.0512,0.970149,0.782168,1,0,0
frdB,1,14.5823,0.183697,0.015198,1,0,0
PPE68,1,2.9446,0.057405,0.020263,1,0,0
PPE7,1,8.08,0.958668,0.741641,1,0,0
Rv0004,1,999.0,0.030999,0.0,1,0,0
ugpC,1,0.0,0.0,0.024316,0,0,0
ureA,1,2.1943,0.126292,0.061803,1,0,0
ureB,1,7.7086,0.022962,0.00304,1,0,0
ureF,1,18.7087,0.053961,0.00304,1,0,0
ureG,1,0.1129,0.005741,0.048632,0,0,0
PPE50,1,0.3191,0.006889,0.021277,0,0,0
vapC14,1,2.4974,0.126292,0.054711,1,0,0
vapC18,1,2.5208,0.125144,0.053698,1,0,0
vapC19,1,2.4494,0.126292,0.055724,1,0,0
vapC21,1,2.0695,0.039036,0.01925,1,0,0
vapC22,1,22.1452,0.082664,0.004053,1,0,0
PPE29,1,18.7087,0.053961,0.00304,1,0,0
PPE30,1,0.1482,0.005741,0.037487,0,0,0
PPE43,1,3.4415,0.340987,0.130699,1,0,0
vapB18,1,2.018,0.264064,0.150963,1,0,0
vapB19,1,0.1387,0.006889,0.047619,0,0,0
vapB20,1,5.1858,0.020666,0.004053,1,0,0
vapB22,1,9.0713,0.969001,0.775076,1,0,0
vapB24,1,0.1872,0.020666,0.101317,0,0,0
vapB28,1,4.3798,0.021814,0.005066,1,0,0
vapB40,1,4.5629,0.057405,0.013171,1,0,0
hab,1,49.3445,0.312285,0.009119,1,0,0
vapC43,1,999.0,0.021814,0.0,1,0,0
PE5,1,0.0,0.0,0.02229,0,0,0
PE6,1,4.2735,0.053961,0.013171,1,0,0
PE8,1,9.2301,0.969001,0.772036,1,0,0
PE_PGRS12,1,2.9212,0.045924,0.016211,1,0,0
vapC47,1,9.5965,0.970149,0.772036,1,0,0
vapC9,1,0.0,0.0,0.025329,0,0,0
G2,1,3.1221,0.021814,0.007092,1,0,0
leuX,1,0.0,0.0,0.050659,0,0,0
kdpC,1,5.8612,0.040184,0.007092,1,0,0
iunH,1,18.7087,0.053961,0.00304,1,0,0
lppP,1,1.6756,0.316877,0.216819,1,0,0
lppQ,1,18.2841,0.183697,0.012158,1,0,0
lppX,1,0.1155,0.005741,0.047619,0,0,0
lppY,1,8.9974,0.970149,0.783181,1,0,0
ilvB2,1,0.0,0.0,0.02229,0,0,0
Rv2536,1,0.0,0.0,0.024316,0,0,0
PE15,1,4.0439,0.198622,0.057751,1,0,0
PE2,1,3.4859,0.339839,0.128673,1,0,0
PE24,1,2.0101,0.266361,0.152989,1,0,0
PE31,1,0.3501,0.016073,0.04458,0,0,0
PE33,1,0.1237,0.005741,0.04458,0,0,0
PE36,1,0.3554,0.008037,0.02229,0,0,0
yrbE3A,1,0.3587,0.013777,0.037487,0,0,0
lipZ,1,2.5473,0.126292,0.053698,1,0,0
lppE,1,4.5629,0.057405,0.013171,1,0,0
vapC23,1,0.0,0.0,0.118541,0,0,0
vapC24,1,4.7207,0.050517,0.011145,1,0,0
vapC28,1,0.0,0.0,0.02229,0,0,0
vapC30,1,999.0,0.022962,0.0,1,0,0
vapC4,1,0.1669,0.005741,0.033435,0,0,0
vapC40,1,1.4614,0.344432,0.264438,1,0,0
